"ID","Group","Subject","Initials","Item number","Stimulus filename","Stimulus gender","Condition","Participant response","Reaction time","Accuracy","Response - Auditory","Response - Visual","Response - Fused","Response descriptor"
"C,10,EG","C","10","EG","89","mik_Da_4dB.avi","Male","AO","4","2258.62",1,1,-1,-1,"Correct"
"C,10,EG","C","10","EG","74","lor_Bb_4dB.avi","Female","AV_C","2","2268.23",1,1,1,-1,"Correct"
"C,10,EG","C","10","EG","91","mik_Dd_4dB.avi","Male","AV_C","4","1859.56",1,1,1,-1,"Correct"
"C,10,EG","C","10","EG","78","lor_Db_4dB.avi","Female","AV_M","7","-1978.48",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","96","mik_Gv_4dB.avi","Male","VO","2","-3055.09",0,-1,0,1,"Incorrect"
"C,10,EG","C","10","EG","85","mik_Ba_4dB.avi","Male","AO","2","2287.02",1,1,-1,-1,"Correct"
"C,10,EG","C","10","EG","84","lor_Gv_4dB.avi","Female","VO","4","-3198.98",0,-1,0,1,"Incorrect"
"C,10,EG","C","10","EG","82","lor_Gb_4dB.avi","Female","AV_M","7","-2348.87",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","94","mik_Gb_4dB.avi","Male","AV_M","7","-2180.88",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","75","lor_Bg_4dB.avi","Female","AV_M","2","-3459.66",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","81","lor_Ga_4dB.avi","Female","AO","7","2764.38",1,1,-1,-1,"Correct"
"C,10,EG","C","10","EG","73","lor_Ba_4dB.avi","Female","AO","2","2190.66",1,1,-1,-1,"Correct"
"C,10,EG","C","10","EG","93","mik_Ga_4dB.avi","Male","AO","7","2618.64",1,1,-1,-1,"Correct"
"C,10,EG","C","10","EG","90","mik_Db_4dB.avi","Male","AV_M","4","-2201.61",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","83","lor_Gg_4dB.avi","Female","AV_C","7","2124.53",1,1,1,-1,"Correct"
"C,10,EG","C","10","EG","95","mik_Gg_4dB.avi","Male","AV_C","7","2026.51",1,1,1,-1,"Correct"
"C,10,EG","C","10","EG","92","mik_Dv_4dB.avi","Male","VO","4","2222.07",1,-1,1,0,"Correct"
"C,10,EG","C","10","EG","88","mik_Bv_4dB.avi","Male","VO","2","2452.64",1,-1,1,0,"Correct"
"C,10,EG","C","10","EG","87","mik_Bg_4dB.avi","Male","AV_M","2","-3351.65",0,-2,-2,-2,"Ella to fill"
"C,10,EG","C","10","EG","76","lor_Bv_4dB.avi","Female","VO","4","-2745.55",0,-1,0,1,"Incorrect"
"C,10,EG","C","10","EG","77","lor_Da_4dB.avi","Female","AO","7","-3220.84",0,0,-1,-1,"Incorrect"
"C,13,CO","C","13","CO","30","lor_Db.avi","Female","AV_M","2","3092.30",1,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","36","lor_Gv.avi","Female","VO","7","2814.27",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","35","lor_Gg.avi","Female","AV_C","7","2527.58",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","32","lor_Dv.avi","Female","VO","7","-2871.20",0,-1,0,1,"Incorrect"
"C,13,CO","C","13","CO","44","mik_Dv.avi","Male","VO","4","2473.83",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","42","mik_Db.avi","Male","AV_M","4","-2770.76",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","43","mik_Dd.avi","Male","AV_C","4","2574.70",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","29","lor_Da.avi","Female","AO","4","2707.97",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","41","mik_Da.avi","Male","AO","4","2796.56",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","34","lor_Gb.avi","Female","AV_M","7","-2790.89",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","26","lor_Bb.avi","Female","AV_C","2","2941.48",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","33","lor_Ga.avi","Female","AO","7","2462.43",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","45","mik_Ga.avi","Male","AO","7","2305.07",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","48","mik_Gv.avi","Male","VO","4","-2335.27",0,-1,0,1,"Incorrect"
"C,13,CO","C","13","CO","28","lor_Bv.avi","Female","VO","2","2334.18",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","39","mik_Bg.avi","Male","AV_M","2","-2793.07",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","38","mik_Bb.avi","Male","AV_C","2","2281.94",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","27","lor_Bg.avi","Female","AV_M","2","-3180.87",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","25","lor_Ba.avi","Female","AO","2","2608.52",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","40","mik_Bv.avi","Male","VO","2","2183.16",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","46","mik_Gb.avi","Male","AV_M","7","-2652.09",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","47","mik_Gg.avi","Male","AV_C","7","2395.33",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","31","lor_Dd.avi","Female","AV_C","4","2399.83",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","37","mik_Ba.avi","Male","AO","2","2607.74",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","16","mik_Bv.avi","Male","VO","2","2375.13",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","23","mik_Gg.avi","Male","AV_C","7","2121.08",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","13","mik_Ba.avi","Male","AO","2","3070.66",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","6","lor_Db.avi","Female","AV_M","4","-3306.82",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","11","lor_Gg.avi","Female","AV_C","7","2226.81",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","4","lor_Bv.avi","Female","VO","2","2242.79",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","9","lor_Ga.avi","Female","AO","7","2105.42",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","12","lor_Gv.avi","Female","VO","7","2831.34",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","3","lor_Bg.avi","Female","AV_M","2","-3164.28",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","5","lor_Da.avi","Female","AO","4","2258.60",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","2","lor_Bb.avi","Female","AV_C","2","2071.53",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","1","lor_Ba.avi","Female","AO","2","2602.16",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","10","lor_Gb.avi","Female","AV_M","7","-2443.46",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","24","mik_Gv.avi","Male","VO","7","2677.05",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","14","mik_Bb.avi","Male","AV_C","2","2321.65",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","21","mik_Ga.avi","Male","AO","7","2258.25",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","7","lor_Dd.avi","Female","AV_C","4","2109.53",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","15","mik_Bg.avi","Male","AV_M","2","-3115.78",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","18","mik_Db.avi","Male","AV_M","4","-2683.01",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","22","mik_Gb.avi","Male","AV_M","7","-3468.61",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","20","mik_Dv.avi","Male","VO","4","2272.41",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","8","lor_Dv.avi","Female","VO","4","2402.11",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","19","mik_Dd.avi","Male","AV_C","4","2254.71",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","17","mik_Da.avi","Male","AO","4","2259.63",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","51","lor_Bg_4dB.avi","Female","AV_M","7","-2446.91",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","65","mik_Da_4dB.avi","Male","AO","4","2530.55",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","56","lor_Dv_4dB.avi","Female","VO","4","2916.50",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","71","mik_Gg_4dB.avi","Male","AV_C","7","2190.51",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","58","lor_Gb_4dB.avi","Female","AV_M","2","-4108.71",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","54","lor_Db_4dB.avi","Female","AV_M","7","-3242.85",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","50","lor_Bb_4dB.avi","Female","AV_C","2","2545.63",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","67","mik_Dd_4dB.avi","Male","AV_C","4","2847.93",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","60","lor_Gv_4dB.avi","Female","VO","7","2764.20",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","62","mik_Bb_4dB.avi","Male","AV_C","2","2397.19",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","64","mik_Bv_4dB.avi","Male","VO","2","3618.76",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","66","mik_Db_4dB.avi","Male","AV_M","4","-3826.60",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","57","lor_Ga_4dB.avi","Female","AO","7","2202.02",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","72","mik_Gv_4dB.avi","Male","VO","4","-2739.02",0,-1,0,1,"Incorrect"
"C,13,CO","C","13","CO","53","lor_Da_4dB.avi","Female","AO","7","-2178.57",0,0,-1,-1,"Incorrect"
"C,13,CO","C","13","CO","55","lor_Dd_4dB.avi","Female","AV_C","4","2930.54",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","49","lor_Ba_4dB.avi","Female","AO","2","2669.86",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","52","lor_Bv_4dB.avi","Female","VO","2","3953.77",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","68","mik_Dv_4dB.avi","Male","VO","4","2903.52",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","69","mik_Ga_4dB.avi","Male","AO","7","3502.50",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","59","lor_Gg_4dB.avi","Female","AV_C","7","2703.68",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","61","mik_Ba_4dB.avi","Male","AO","2","3274.97",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","63","mik_Bg_4dB.avi","Male","AV_M","2","-2974.53",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","70","mik_Gb_4dB.avi","Male","AV_M","7","-3170.76",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","94","mik_Gb_4dB.avi","Male","AV_M","7","-2626.16",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","85","mik_Ba_4dB.avi","Male","AO","2","2472.12",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","93","mik_Ga_4dB.avi","Male","AO","7","2040.72",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","78","lor_Db_4dB.avi","Female","AV_M","4","-3149.34",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","79","lor_Dd_4dB.avi","Female","AV_C","4","2295.07",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","77","lor_Da_4dB.avi","Female","AO","7","-2441.58",0,0,-1,-1,"Incorrect"
"C,13,CO","C","13","CO","82","lor_Gb_4dB.avi","Female","AV_M","7","-2878.08",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","96","mik_Gv_4dB.avi","Male","VO","4","-3363.59",0,-1,0,1,"Incorrect"
"C,13,CO","C","13","CO","86","mik_Bb_4dB.avi","Male","AV_C","2","2374.47",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","83","lor_Gg_4dB.avi","Female","AV_C","7","2610.08",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","84","lor_Gv_4dB.avi","Female","VO","7","2718.72",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","90","mik_Db_4dB.avi","Male","AV_M","4","-3082.65",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","80","lor_Dv_4dB.avi","Female","VO","4","3845.33",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","89","mik_Da_4dB.avi","Male","AO","4","3983.70",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","88","mik_Bv_4dB.avi","Male","VO","2","2651.12",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","76","lor_Bv_4dB.avi","Female","VO","2","2685.07",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","92","mik_Dv_4dB.avi","Male","VO","4","2483.02",1,-1,1,0,"Correct"
"C,13,CO","C","13","CO","91","mik_Dd_4dB.avi","Male","AV_C","4","2915.24",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","87","mik_Bg_4dB.avi","Male","AV_M","7","-2543.58",0,-2,-2,-2,"Ella to fill"
"C,13,CO","C","13","CO","74","lor_Bb_4dB.avi","Female","AV_C","2","2936.47",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","73","lor_Ba_4dB.avi","Female","AO","2","2330.10",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","81","lor_Ga_4dB.avi","Female","AO","7","2024.42",1,1,-1,-1,"Correct"
"C,13,CO","C","13","CO","95","mik_Gg_4dB.avi","Male","AV_C","7","1968.06",1,1,1,-1,"Correct"
"C,13,CO","C","13","CO","75","lor_Bg_4dB.avi","Female","AV_M","7","-3216.24",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","9","lor_Ga.avi","Female","AO","7","2700.91",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","11","lor_Gg.avi","Female","AV_C","7","2657.18",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","14","mik_Bb.avi","Male","AV_C","2","2681.81",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","19","mik_Dd.avi","Male","AV_C","4","2599.08",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","12","lor_Gv.avi","Female","VO","7","5423.68",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","18","mik_Db.avi","Male","AV_M","4","-3301.29",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","23","mik_Gg.avi","Male","AV_C","7","2670.87",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","5","lor_Da.avi","Female","AO","4","2952.47",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","15","mik_Bg.avi","Male","AV_M","2","-2957.07",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","22","mik_Gb.avi","Male","AV_M","7","-3240.64",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","7","lor_Dd.avi","Female","AV_C","4","2696.56",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","8","lor_Dv.avi","Female","VO","4","3843.53",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","2","lor_Bb.avi","Female","AV_C","2","2479.93",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","13","mik_Ba.avi","Male","AO","2","3060.24",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","20","mik_Dv.avi","Male","VO","4","2366.16",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","16","mik_Bv.avi","Male","VO","2","2320.43",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","3","lor_Bg.avi","Female","AV_M","2","-2962.05",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","10","lor_Gb.avi","Female","AV_M","7","-2576.00",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","21","mik_Ga.avi","Male","AO","7","2653.22",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","17","mik_Da.avi","Male","AO","4","2157.50",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","6","lor_Db.avi","Female","AV_M","4","-3331.74",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","24","mik_Gv.avi","Male","VO","4","-2389.33",0,-1,0,1,"Incorrect"
"C,14,AO","C","14","AO","4","lor_Bv.avi","Female","VO","2","2626.19",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","1","lor_Ba.avi","Female","AO","2","2559.16",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","44","mik_Dv.avi","Male","VO","4","2226.79",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","47","mik_Gg.avi","Male","AV_C","7","2241.71",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","38","mik_Bb.avi","Male","AV_C","2","2232.26",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","45","mik_Ga.avi","Male","AO","7","2193.21",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","26","lor_Bb.avi","Female","AV_C","2","2250.47",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","27","lor_Bg.avi","Female","AV_M","2","-2301.44",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","25","lor_Ba.avi","Female","AO","2","2781.05",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","33","lor_Ga.avi","Female","AO","7","2393.67",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","32","lor_Dv.avi","Female","VO","4","2328.91",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","43","mik_Dd.avi","Male","AV_C","4","2180.84",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","34","lor_Gb.avi","Female","AV_M","7","-2432.49",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","48","mik_Gv.avi","Male","VO","4","-2869.77",0,-1,0,1,"Incorrect"
"C,14,AO","C","14","AO","29","lor_Da.avi","Female","AO","4","2322.68",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","35","lor_Gg.avi","Female","AV_C","7","2279.60",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","28","lor_Bv.avi","Female","VO","2","2080.74",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","39","mik_Bg.avi","Male","AV_M","2","-2884.88",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","42","mik_Db.avi","Male","AV_M","4","-2629.10",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","37","mik_Ba.avi","Male","AO","2","2549.69",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","30","lor_Db.avi","Female","AV_M","4","-2413.96",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","31","lor_Dd.avi","Female","AV_C","4","2461.92",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","41","mik_Da.avi","Male","AO","4","2393.18",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","40","mik_Bv.avi","Male","VO","2","2248.78",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","36","lor_Gv.avi","Female","VO","7","2929.41",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","46","mik_Gb.avi","Male","AV_M","7","-2889.03",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","90","mik_Db_4dB.avi","Male","AV_M","4","-3282.94",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","82","lor_Gb_4dB.avi","Female","AV_M","7","-1951.95",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","92","mik_Dv_4dB.avi","Male","VO","4","2239.55",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","88","mik_Bv_4dB.avi","Male","VO","2","2087.52",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","87","mik_Bg_4dB.avi","Male","AV_M","2","-3110.75",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","86","mik_Bb_4dB.avi","Male","AV_C","2","2134.81",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","73","lor_Ba_4dB.avi","Female","AO","2","2491.99",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","83","lor_Gg_4dB.avi","Female","AV_C","7","2059.62",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","77","lor_Da_4dB.avi","Female","AO","4","2281.25",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","91","mik_Dd_4dB.avi","Male","AV_C","4","2226.92",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","78","lor_Db_4dB.avi","Female","AV_M","4","-2783.47",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","76","lor_Bv_4dB.avi","Female","VO","2","2378.12",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","89","mik_Da_4dB.avi","Male","AO","4","2443.12",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","79","lor_Dd_4dB.avi","Female","AV_C","4","2071.40",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","94","mik_Gb_4dB.avi","Male","AV_M","7","-2250.34",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","84","lor_Gv_4dB.avi","Female","VO","2","-3361.46",0,-1,0,1,"Incorrect"
"C,14,AO","C","14","AO","80","lor_Dv_4dB.avi","Female","VO","4","2195.54",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","75","lor_Bg_4dB.avi","Female","AV_M","2","-2559.09",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","95","mik_Gg_4dB.avi","Male","AV_C","7","3066.06",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","81","lor_Ga_4dB.avi","Female","AO","7","2618.63",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","96","mik_Gv_4dB.avi","Male","VO","7","2684.91",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","93","mik_Ga_4dB.avi","Male","AO","4","-2344.11",0,0,-1,-1,"Incorrect"
"C,14,AO","C","14","AO","85","mik_Ba_4dB.avi","Male","AO","2","2289.43",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","74","lor_Bb_4dB.avi","Female","AV_C","2","1977.04",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","63","mik_Bg_4dB.avi","Male","AV_M","7","-2483.69",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","57","lor_Ga_4dB.avi","Female","AO","7","2370.98",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","56","lor_Dv_4dB.avi","Female","VO","4","2166.90",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","51","lor_Bg_4dB.avi","Female","AV_M","2","-2174.96",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","70","mik_Gb_4dB.avi","Male","AV_M","7","-2223.90",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","71","mik_Gg_4dB.avi","Male","AV_C","7","2155.47",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","62","mik_Bb_4dB.avi","Male","AV_C","2","2274.73",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","55","lor_Dd_4dB.avi","Female","AV_C","4","2020.35",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","58","lor_Gb_4dB.avi","Female","AV_M","7","-2311.37",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","53","lor_Da_4dB.avi","Female","AO","4","2608.24",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","64","mik_Bv_4dB.avi","Male","VO","2","2239.24",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","49","lor_Ba_4dB.avi","Female","AO","2","2080.82",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","59","lor_Gg_4dB.avi","Female","AV_C","7","2106.10",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","66","mik_Db_4dB.avi","Male","AV_M","4","-2917.40",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","50","lor_Bb_4dB.avi","Female","AV_C","2","1994.03",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","61","mik_Ba_4dB.avi","Male","AO","2","2286.35",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","60","lor_Gv_4dB.avi","Female","VO","7","2882.95",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","67","mik_Dd_4dB.avi","Male","AV_C","4","2145.93",1,1,1,-1,"Correct"
"C,14,AO","C","14","AO","69","mik_Ga_4dB.avi","Male","AO","2","-2299.52",0,0,-1,-1,"Incorrect"
"C,14,AO","C","14","AO","65","mik_Da_4dB.avi","Male","AO","4","2246.80",1,1,-1,-1,"Correct"
"C,14,AO","C","14","AO","68","mik_Dv_4dB.avi","Male","VO","4","2605.43",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","52","lor_Bv_4dB.avi","Female","VO","2","2861.35",1,-1,1,0,"Correct"
"C,14,AO","C","14","AO","54","lor_Db_4dB.avi","Female","AV_M","4","-2316.99",0,-2,-2,-2,"Ella to fill"
"C,14,AO","C","14","AO","72","mik_Gv_4dB.avi","Male","VO","7","2204.29",1,-1,1,0,"Correct"
"C,7,DD","C","7","DD","22","mik_Gb.avi","Male","AV_M","7","-2548.28",0,-2,-2,-2,"Ella to fill"
"C,7,DD","C","7","DD","24","mik_Gv.avi","Male","VO",,"No Responses.",0,-1,0,1,"Incorrect"
"C,7,DD","C","7","DD","15","mik_Bg.avi","Male","AV_M","2","-2937.93",0,-2,-2,-2,"Ella to fill"
"C,7,DD","C","7","DD","6","lor_Db.avi","Female","AV_M","4","-3027.49",0,-2,-2,-2,"Ella to fill"
"C,7,DD","C","7","DD","21","mik_Ga.avi","Male","AO","7","2626.45",1,1,-1,-1,"Correct"
"C,7,DD","C","7","DD","7","lor_Dd.avi","Female","AV_C","4","3126.72",1,1,1,-1,"Correct"
"C,7,DD","C","7","DD","4","lor_Bv.avi","Female","VO","2","4835.96",1,-1,1,0,"Correct"
"C,7,DD","C","7","DD","11","lor_Gg.avi","Female","AV_C","7","2829.11",1,1,1,-1,"Correct"
"C,7,DD","C","7","DD","10","lor_Gb.avi","Female","AV_M","7","-2076.75",0,-2,-2,-2,"Ella to fill"
"C,7,DD","C","7","DD","17","mik_Da.avi","Male","AO","4","3991.67",1,1,-1,-1,"Correct"
"C,7,DD","C","7","DD","12","lor_Gv.avi","Female","VO","2","-4393.71",0,-1,0,1,"Incorrect"
"C,7,DD","C","7","DD","23","mik_Gg.avi","Male","AV_C","7","2340.64",1,1,1,-1,"Correct"
"C,7,DD","C","7","DD","3","lor_Bg.avi","Female","AV_M","2","-2599.91",0,-2,-2,-2,"Ella to fill"
"C,7,DD","C","7","DD","13","mik_Ba.avi","Male","AO","2","2587.13",1,1,-1,-1,"Correct"
"C,7,DD","C","7","DD","9","lor_Ga.avi","Female","AO","7","3102.72",1,1,-1,-1,"Correct"
"C,7,DD","C","7","DD","20","mik_Dv.avi","Male","VO","4","3873.31",1,-1,1,0,"Correct"
"C,7,DD","C","7","DD","8","lor_Dv.avi","Female","VO","4","3492.41",1,-1,1,0,"Correct"
"C,7,DD","C","7","DD","16","mik_Bv.avi","Male","VO","4","-2366.94",0,-1,0,1,"Incorrect"
"C,7,DD","C","7","DD","19","mik_Dd.avi","Male","AV_C","4","3305.55",1,1,1,-1,"Correct"
